ID,Purpose,Purpose Code,Amount,Frequency
3470,B,2,4044,4.15
3471,B,2,6837,3.85
3472,A,1,45639,5.93
3473,D,4,1303,11.68
3474,B,2,3727,3.94
3475,D,4,539,9.2
3476,A,1,45843,7.51
3477,C,3,18618,17.81
3478,B,2,5319,2.68
3479,C,3,18369,18.43
3480,A,1,56399,5.19
3481,A,1,50185,7.5
3482,A,1,50558,2.68
3483,D,4,879,7.66
3484,B,2,1753,3.37
3485,D,4,1086,8.08
3486,A,1,47164,5.1
3487,B,2,3354,3.39
3488,D,4,372,9.04
3489,C,3,13174,14.88
3490,C,3,13093,17.11
3491,B,2,2271,3.14
3492,C,3,14835,12.96
3493,A,1,46540,5.5
3494,D,4,289,8.55
3495,D,4,782,9.84
3496,B,2,4455,4.75
3497,C,3,15385,18.13
3498,B,2,3903,3.91
3499,C,3,17488,16.57
3500,B,2,5607,4.95
3501,B,2,790,3.05
3502,A,1,48673,4.55
3503,D,4,1764,8.84
3504,B,2,1325,2.86
3505,C,3,12757,14.23
3506,A,1,50480,3.44
3507,A,1,48456,6.99
3508,A,1,46678,6.28
3509,B,2,629,3.69
3510,D,4,898,11.21
3511,B,2,2851,4.03
3512,A,1,47757,6.13
3513,C,3,15796,15.81
3514,D,4,396,10.49
3515,D,4,488,12.23
3516,A,1,51667,7.18
3517,A,1,49114,6.54
3518,B,2,3361,2
3519,C,3,6461,18.86
3520,B,2,3341,1.98
3521,C,3,8937,9.99
3522,D,4,880,12.37
3523,A,1,55548,3.56
3524,A,1,53511,7.71
3525,C,3,14584,19.06
3526,D,4,444,9.6
3527,B,2,3659,2.06
3528,C,3,13775,16.13
3529,A,1,47966,6.01
3530,D,4,944,10.29
3531,A,1,49979,8.81
3532,C,3,11348,21.88
3533,A,1,43509,7.09
3534,C,3,22358,20.18
3535,C,3,21201,18.06
3536,B,2,1706,2.55
3537,C,3,11588,14.7
3538,D,4,844,9.67
3539,A,1,49440,7.33
3540,A,1,49358,5.72
3541,A,1,47694,4.05
3542,C,3,17518,19.82
3543,D,4,397,13.82
3544,B,2,5178,3.6
3545,C,3,14487,18.22
3546,C,3,12434,17.57
3547,C,3,7353,15.59
3548,A,1,57576,9.3
3549,A,1,51046,9.26
3550,B,2,2631,3.07
3551,C,3,20468,14.23
3552,C,3,13884,23.71
3553,B,2,1627,3.22
3554,C,3,26881,21.98
3555,D,4,668,11.09
3556,C,3,12584,22.27
3557,B,2,2785,3.1
3558,C,3,8808,15.23
3559,A,1,55686,10.68
3560,A,1,50166,7.74
3561,A,1,44706,5.75
3562,C,3,28671,15.95
3563,D,4,875,9.24
3564,B,2,2783,3.46
3565,D,4,636,8.67
3566,B,2,3620,3.08
3567,D,4,1576,8.58
3568,D,4,248,10.92
3569,D,4,757,9.24
3570,A,1,49329,2.73
3571,A,1,53542,5.9
3572,A,1,47005,6.03
3573,A,1,51697,4.8
3574,B,2,1615,3.79
3575,D,4,1378,7.95
3576,D,4,1241,12.16
3577,C,3,18658,18.54
3578,B,2,5342,2.51
3579,A,1,44919,7.12
3580,B,2,695,4.2
3581,B,2,2265,2.45
3582,C,3,7200,20.47
3583,A,1,54235,4.96
3584,A,1,54608,6.05
3585,C,3,15102,20.92
3586,A,1,51792,6.83
3587,B,2,128,3.43
3588,D,4,458,8.16
3589,B,2,682,2.52
3590,A,1,46090,5.84
3591,D,4,63,10
3592,D,4,267,9.25
3593,D,4,752,7.73
3594,D,4,811,8.95
3595,C,3,13518,14.55
3596,D,4,295,10.79
3597,C,3,15469,17.85
3598,D,4,913,11.55
3599,A,1,47546,6.65
3600,D,4,656,12.01
3601,D,4,495,7.39
3602,A,1,50731,4.97
3603,B,2,711,5.75
3604,D,4,136,11.27
3605,A,1,52377,6.09
3606,D,4,803,13.19
3607,A,1,47294,5.89
3608,D,4,1111,11.36
3609,B,2,3149,3.54
3610,A,1,51281,7.14
3611,B,2,2772,2.68
3612,A,1,46721,5.6
3613,A,1,52826,6.86
3614,D,4,740,9.82
3615,B,2,2965,3.18
3616,A,1,47031,6.06
3617,A,1,45429,8.24
3618,D,4,663,7.9
3619,D,4,201,7.31
3620,D,4,1341,6.55
3621,B,2,1669,2.7
3622,A,1,50367,6.85
3623,C,3,18685,18.43
3624,D,4,1109,9.39
3625,A,1,49809,8.79
3626,A,1,48514,8.01
3627,D,4,1475,11.76
3628,A,1,50463,3.93
3629,D,4,687,9.08
3630,C,3,27037,18.72
3631,A,1,42780,5.4
3632,D,4,1194,11.05
3633,A,1,56855,8.33
3634,D,4,300,8.11
3635,C,3,11803,18.63
3636,B,2,994,3.6
3637,A,1,51008,5.32
3638,A,1,44419,3.34
3639,B,2,3736,1.94
3640,A,1,50057,9.64
3641,A,1,44951,6.36
3642,B,2,2676,2.52
3643,B,2,3148,3.47
3644,B,2,5200,2.64
3645,B,2,2647,2.13
3646,B,2,1321,4.99
3647,A,1,45870,7.52
3648,B,2,2487,0.87
3649,C,3,8401,16.03
3650,A,1,48574,7.29
3651,D,4,811,10.94
3652,C,3,23750,20.79
3653,B,2,4284,3.14
3654,C,3,23348,11.66
3655,B,2,4238,3.46
3656,C,3,8221,17.7
3657,D,4,1574,12.37
3658,C,3,13928,18.69
3659,C,3,18975,16.67
3660,A,1,50908,10.16
3661,B,2,5934,3.19
3662,B,2,1304,3.7
3663,A,1,45276,4.96
3664,B,2,1409,3.57
3665,B,2,1932,4.35
3666,C,3,17740,18.79
3667,C,3,15033,17.33
3668,B,2,3348,4.25
3669,D,4,95,10.08
3670,D,4,993,6.5
3671,D,4,616,11.15
3672,D,4,1619,7.95
3673,C,3,14485,13.82
3674,A,1,49342,8.64
3675,B,2,3960,3.69
3676,D,4,320,10.37
3677,B,2,3908,2.93
3678,B,2,481,3.64
3679,C,3,11284,13.86
3680,C,3,16154,14.64
3681,A,1,48320,10.92
3682,D,4,455,14.3
3683,D,4,1206,8.33
3684,B,2,2491,3.79
3685,B,2,4538,2.66
3686,B,2,464,3.04
3687,C,3,6214,13.22
3688,B,2,4731,3.76
3689,A,1,48326,7.09
3690,C,3,11633,14.38
3691,A,1,51397,5.92
3692,C,3,16663,13.9
3693,D,4,306,9.7
3694,C,3,14682,14.85
3695,A,1,54369,7.37
3696,A,1,52663,6.26
3697,D,4,915,9.79
3698,C,3,7635,17.08
3699,D,4,393,11.56
3700,C,3,16954,17.57
3701,B,2,939,3.55
3702,D,4,863,11.19
3703,B,2,6359,5.27
3704,D,4,1234,9.88
3705,C,3,22424,19.84
3706,B,2,577,2.68
3707,A,1,51604,6.35
3708,A,1,53022,7.01
3709,B,2,4493,4.12
3710,D,4,733,11.46
3711,B,2,4745,3.9
3712,D,4,82,10.45
3713,D,4,787,13.58
3714,D,4,750,9.62
3715,C,3,11087,18.02
3716,B,2,4568,4.93
3717,B,2,1806,3.01
3718,B,2,2948,0.91
3719,A,1,55904,5.71
3720,C,3,9361,9.34
3721,C,3,14421,13.04
3722,B,2,455,1.91
3723,C,3,16041,11.93
3724,D,4,937,8.22
3725,B,2,1477,2.1
3726,D,4,905,9.76
3727,D,4,817,8.68
3728,D,4,1455,11.12
3729,D,4,464,9.42
3730,D,4,972,10.94
3731,C,3,22125,18.92
3732,D,4,452,11.69
3733,D,4,744,9.82
3734,B,2,6421,3.86
3735,A,1,45576,5.7
3736,A,1,49015,7.36
3737,D,4,692,12.54
3738,A,1,52251,9.18
3739,A,1,45695,3.47
3740,B,2,1233,3.57
3741,A,1,49403,5.91
3742,B,2,4124,3.49
3743,C,3,12391,15.05
3744,A,1,53899,6.52
3745,B,2,1941,2.04
3746,C,3,17076,14.16
3747,B,2,4321,3.25
3748,A,1,49447,7.23
3749,B,2,544,2.85
3750,A,1,45514,7.82
3751,C,3,8662,20.64
3752,A,1,48424,7.41
3753,B,2,914,4.13
3754,B,2,2476,2
3755,D,4,947,6.37
3756,D,4,1090,7.97
3757,A,1,50771,10.22
3758,D,4,1194,11.06
3759,C,3,9975,17.19
3760,B,2,5661,2.4
3761,B,2,388,1.53
3762,A,1,46409,11.41
3763,D,4,1277,7.22
3764,B,2,421,2.03
3765,C,3,7990,18.09
3766,A,1,53572,6.65
3767,C,3,12406,15.04
3768,B,2,2198,3.9
3769,C,3,23896,11.12
3770,B,2,3798,3.25
3771,A,1,52976,7.62
3772,A,1,52177,7.44
3773,B,2,1947,1.57
3774,C,3,9190,15.21
3775,D,4,610,11.55
3776,B,2,2032,2.22
3777,D,4,648,8.11
3778,B,2,1137,2.7
3779,D,4,986,9.79
3780,B,2,1083,3.37
3781,A,1,50701,4.51
3782,A,1,52883,4.85
3783,C,3,18460,19.11
3784,D,4,399,13.65
3785,A,1,47140,7.94
3786,A,1,47665,5.56
3787,A,1,49555,5.46
3788,C,3,18606,15.58
3789,B,2,2732,2.81
3790,C,3,16356,14.63
3791,A,1,51984,7.95
3792,A,1,52384,6.16
3793,B,2,3042,2.98
3794,A,1,48727,6.46
3795,D,4,655,6.84
3796,B,2,231,3.65
3797,C,3,16188,18.12
3798,A,1,49534,5.22
3799,A,1,47147,7.62
3800,D,4,551,8.38
3801,B,2,4412,2.73
3802,C,3,9734,14.4
3803,C,3,5270,19.55
3804,A,1,46867,8.56
3805,B,2,1633,3.38
3806,C,3,6426,23.18
3807,D,4,1580,8.84
3808,D,4,1311,9.7
3809,A,1,52150,5.93
3810,B,2,2312,3.02
3811,C,3,18453,19.34
3812,A,1,51444,9.04
3813,A,1,44780,6.59
3814,A,1,47529,6.31
3815,B,2,1954,4.11
3816,B,2,3271,3.29
3817,C,3,21921,12.84
3818,B,2,450,1.82
3819,A,1,44938,6.43
3820,D,4,128,10.22
3821,D,4,1203,9.78
3822,D,4,811,11.43
3823,D,4,803,6.9
3824,A,1,53985,6.4
3825,C,3,9313,13.92
3826,D,4,1085,11.22
3827,D,4,744,10.36
3828,B,2,3590,3.55
3829,D,4,707,11.26
3830,B,2,2692,3.15
3831,A,1,47318,10.15
3832,C,3,25131,17.67
3833,D,4,633,9
3834,D,4,230,11.94
3835,B,2,2126,3.25
3836,B,2,335,4.24
3837,C,3,15861,12.95
3838,B,2,1346,3.12
3839,A,1,53540,7.18
3840,B,2,624,3.49
3841,B,2,4894,3.46
3842,C,3,16724,20.9
3843,C,3,12974,17.4
3844,A,1,52795,6.75
3845,D,4,717,9.84
3846,C,3,4730,17
3847,C,3,16427,14.15
3848,B,2,3667,2.38
3849,B,2,1826,2.97
3850,B,2,3402,1.95
3851,C,3,14307,15.22
3852,C,3,28762,14.64
3853,C,3,12083,11.99
3854,A,1,51127,5.02
3855,B,2,1385,2.86
3856,A,1,44086,6.5
3857,C,3,12243,17.42
3858,B,2,3567,1.65
3859,B,2,333,2.61
3860,D,4,643,10.58
3861,C,3,15021,22.06
3862,A,1,50336,5.39
3863,D,4,1815,10.92
3864,D,4,985,10.32
3865,C,3,10728,19.66
3866,C,3,18083,18.65
3867,D,4,942,12.44
3868,C,3,14474,14.44
3869,D,4,520,6.39
3870,B,2,3139,2
3871,B,2,2778,3.63
3872,B,2,2605,1.36
3873,A,1,49698,6.46
3874,A,1,49187,5.54
3875,B,2,3167,3.81
3876,C,3,14247,11.61
3877,D,4,1130,10.97
3878,C,3,29157,15.57
3879,A,1,49235,5.78
3880,A,1,47000,8.98
3881,A,1,46682,6.45
3882,B,2,403,2.68
3883,A,1,52245,7.71
3884,D,4,701,13.87
3885,B,2,4318,2.86
3886,D,4,729,13.29
3887,B,2,880,5.01
3888,C,3,21829,14.44
3889,A,1,49010,7
3890,A,1,47282,9.09
3891,A,1,44126,7.55
3892,B,2,3093,3.18
3893,B,2,2039,1.46
3894,A,1,57672,8.48
3895,B,2,5153,2.2
3896,A,1,44231,8.78
3897,B,2,5110,3.06
3898,D,4,163,9.53
3899,D,4,574,11.18
3900,D,4,1845,10.84
3901,A,1,51541,4.78
3902,A,1,51364,8.14
3903,A,1,48852,7.45
3904,C,3,13013,17.33
3905,B,2,4142,3.29
3906,A,1,46965,9.88
3907,B,2,809,4.27
3908,B,2,2041,3.73
3909,A,1,49713,5.74
3910,D,4,831,13.98
3911,C,3,9885,16.53
3912,A,1,50421,4.44
3913,D,4,1294,7.68
3914,C,3,15397,15.97
3915,D,4,467,9.7
3916,C,3,20809,16.59
3917,C,3,15716,13.52
3918,C,3,18266,16.6
3919,A,1,51457,3.64
3920,B,2,2171,1.46
3921,D,4,138,9.96
3922,C,3,5282,22.67
3923,B,2,2993,3.82
3924,C,3,10187,12.17
3925,D,4,109,11.51
3926,B,2,3539,5.04
3927,B,2,8134,3.25
3928,A,1,43353,2.93
3929,D,4,1590,9.03
3930,B,2,437,3.03
3931,B,2,4129,4.79
3932,B,2,5353,3.15
3933,B,2,281,3.48
3934,B,2,469,3.22
3935,C,3,13866,13.97
3936,B,2,3955,2.39
3937,C,3,11538,15.96
3938,D,4,2169,6.61
3939,D,4,784,11.85
3940,B,2,1107,5.35
3941,D,4,808,9.16
3942,A,1,49110,3.62
3943,B,2,4569,2.4
3944,B,2,8713,3.26
3945,A,1,48078,2.16
3946,A,1,45295,7.85
3947,D,4,828,13.59
3948,B,2,2371,2.18
3949,A,1,46670,7.81
3950,C,3,18733,18.89
3951,C,3,3686,17.55
3952,A,1,50628,2.74
3953,A,1,49281,8.55
3954,C,3,10179,13.68
3955,B,2,4036,3.49
3956,D,4,513,8.04
3957,A,1,45902,11.25
3958,D,4,68,11.64
3959,A,1,47858,9.01
3960,C,3,22163,14
3961,A,1,51434,5.38
3962,D,4,437,9.49
3963,A,1,56623,9.08
3964,C,3,13801,18.06
3965,B,2,3770,3
3966,D,4,235,9.23
3967,B,2,8235,3.02
3968,C,3,16802,13.76
3969,A,1,45481,4.59
3970,D,4,548,11.21
3971,A,1,49962,4.31
3972,B,2,2900,2.59
3973,C,3,11898,12.56
3974,A,1,47942,4.47
3975,C,3,14900,8.97
3976,B,2,911,3.15
3977,B,2,4298,3.46
3978,D,4,1320,9.19
3979,A,1,47467,5.08
3980,A,1,52566,6.21
3981,A,1,50056,6.25
3982,B,2,4518,3.83
3983,D,4,419,9.7
3984,D,4,343,8.31
3985,B,2,1118,4.66
3986,C,3,16340,12.62
3987,A,1,47073,4.99
3988,B,2,2617,3
3989,C,3,13841,18.08
3990,C,3,14442,20.95
3991,A,1,48171,3.81
3992,C,3,2422,15.41
3993,A,1,48975,4.08
3994,D,4,821,8.12
3995,D,4,32,6.54
3996,B,2,2824,3.94
3997,C,3,15299,16.35
3998,C,3,17556,15.33
3999,D,4,695,8.47
4000,B,2,1046,2.28
4001,B,2,1327,3.43
4002,D,4,998,9.32
4003,B,2,3871,3.47
4004,D,4,1172,5.83
4005,A,1,51666,4.54
4006,A,1,53010,4.65
4007,A,1,46380,4.97
4008,C,3,18919,14.73
4009,B,2,2722,4.64
4010,C,3,18749,12.02
4011,B,2,5958,2.87
4012,B,2,800,2.25
4013,B,2,1916,3.05
4014,D,4,725,9.49
4015,D,4,149,8.22
4016,D,4,981,8
4017,D,4,786,12.07
4018,A,1,46481,6.22
4019,B,2,712,3.4
4020,C,3,6499,16.69
4021,A,1,47363,5.83
4022,D,4,669,9.84
4023,C,3,14254,12.79
4024,D,4,969,10.87
4025,C,3,17428,15.5
4026,A,1,50125,6.91
4027,C,3,14478,15.25
4028,C,3,14596,11.89
4029,D,4,983,11.19
4030,D,4,488,12.17
4031,B,2,3108,4.43
4032,B,2,65,3.19
4033,A,1,47869,4.13
4034,C,3,21442,22.96
4035,C,3,22118,15.71
4036,A,1,47697,7.84
4037,B,2,5650,3.23
4038,D,4,1107,9.52
4039,D,4,899,9.58
4040,C,3,22971,12.34
4041,A,1,48603,6.5
4042,B,2,515,2.85
4043,A,1,46729,5.86
4044,B,2,105,2.75
4045,C,3,19095,16.7
4046,C,3,19499,15.44
4047,D,4,1467,13.31
4048,D,4,104,11.56
4049,D,4,968,12.19
4050,D,4,209,11.1
4051,D,4,1048,10.44
4052,D,4,438,9.89
4053,A,1,52122,9.58
4054,A,1,47839,8.6
4055,B,2,4574,3.84
4056,A,1,42310,4.06
4057,D,4,700,11.1
4058,D,4,495,9.02
4059,C,3,12893,16.74
4060,D,4,290,7.51
4061,A,1,55529,6.08
4062,C,3,20102,18.47
4063,B,2,46,3.08
4064,D,4,133,11.36
4065,C,3,14626,20.22
4066,D,4,1508,8.97
4067,D,4,384,12.89
4068,A,1,50693,7.39
4069,B,2,1151,4.37
4070,C,3,13061,12.06
4071,B,2,2385,3.06
4072,A,1,56040,4.57
4073,D,4,701,9.51
4074,B,2,3547,1.77
4075,B,2,3044,4.27
4076,C,3,13759,12.65
4077,C,3,17471,14.67
4078,C,3,14654,18.44
4079,B,2,2892,4.21
4080,A,1,48682,5.69
4081,A,1,45571,4.44
4082,A,1,49757,3.46
4083,A,1,47193,7.68
4084,C,3,7507,13.77
4085,C,3,26154,18.67
4086,D,4,961,11.38
4087,C,3,11480,17.96
4088,C,3,19702,9.95
4089,C,3,12933,12.17
4090,C,3,14404,18.07
4091,B,2,4209,3.32
4092,C,3,11523,21.04
4093,C,3,16698,14.93
4094,D,4,645,9.8
4095,D,4,1215,11.78
4096,C,3,16867,18.75
4097,C,3,13437,18.95
4098,A,1,47239,7.67
4099,C,3,25039,16.27
4100,D,4,1514,10.25
4101,C,3,8453,15.05
4102,B,2,705,3.25
4103,D,4,1013,13.33
4104,B,2,814,2.49
4105,B,2,3177,2.97
4106,B,2,2994,3.78
4107,C,3,16685,7.11
4108,B,2,2701,2.17
4109,D,4,1399,10.88
4110,C,3,12154,18.47
4111,A,1,50447,0.8
4112,B,2,3306,3.8
4113,C,3,18497,19.85
4114,A,1,48701,6.8
4115,C,3,5174,16.29
4116,D,4,145,8.51
4117,B,2,5111,3.28
4118,A,1,50780,8.11
4119,C,3,21967,12.66
4120,D,4,821,12.84
4121,B,2,2059,2.43
4122,B,2,1309,2.31
4123,B,2,3045,3
4124,D,4,1303,14.3
4125,A,1,52071,7.38
4126,A,1,50103,7.28
4127,D,4,1123,8.67
4128,D,4,56,6.94
4129,D,4,1467,10.1
4130,D,4,372,10.05
4131,B,2,4500,2.59
4132,A,1,53295,4.42
4133,B,2,1882,1.9
4134,B,2,1131,3.84
4135,B,2,1377,3.17
4136,A,1,49708,3.27
4137,B,2,1007,3.11
4138,A,1,51550,4.89
4139,C,3,17126,13.3
4140,D,4,1418,8.74
4141,D,4,480,8.85
4142,D,4,1462,8.75
4143,B,2,925,5.09
4144,C,3,23044,16.5
4145,A,1,42779,3.59
4146,A,1,51046,8.4
4147,A,1,49800,8.08
4148,B,2,3129,4.39
4149,A,1,47988,8.97
4150,A,1,54037,3.58
4151,A,1,52822,3.44
4152,A,1,51816,5.71
4153,C,3,16663,13.88
4154,B,2,1668,2.68
4155,D,4,845,11.98
4156,D,4,82,9.11
4157,C,3,19592,16.31
4158,D,4,1559,11.08
4159,A,1,57568,8.7
4160,C,3,6975,10.49
4161,B,2,669,1.93
4162,A,1,47978,9.41
4163,C,3,17285,22.05
4164,A,1,50778,7.34
4165,A,1,46313,3.42
4166,C,3,7844,12.25
4167,D,4,772,11.94
4168,B,2,5251,2.84
4169,A,1,48486,6.35
4170,D,4,617,10.49
4171,B,2,4968,4.24
4172,D,4,346,9.58
4173,B,2,908,5.01
4174,C,3,18546,11.87
4175,D,4,380,10.77
4176,A,1,46615,8.44
4177,B,2,2572,2.98
4178,D,4,1163,9.35
4179,A,1,45618,5.02
4180,B,2,2840,2.56
4181,C,3,20121,20.14
4182,C,3,10122,11.66
4183,A,1,47233,3.95
4184,C,3,18668,19.98
4185,D,4,489,11.42
4186,B,2,1264,3.72
4187,B,2,2748,3.25
4188,D,4,922,12.42
4189,D,4,1021,13.84
4190,D,4,1280,8.28
4191,A,1,52688,4.74
4192,A,1,51165,7.4
4193,D,4,823,11.6
4194,C,3,11546,12.66
4195,B,2,2676,1.31
4196,C,3,20667,15.7
4197,A,1,54449,7.39
4198,D,4,1192,8.95
4199,D,4,1134,7.21
4200,A,1,52365,11.63
4201,D,4,1144,10.61
4202,A,1,46752,5.54
4203,C,3,19791,12.6
4204,A,1,54128,7.53
4205,D,4,625,6.19
4206,C,3,15440,11.79
4207,D,4,80,8.88
4208,A,1,51068,7.5
4209,D,4,916,11.87
4210,C,3,15936,13.28
4211,B,2,5285,3.84
4212,D,4,344,11.3
4213,A,1,51406,8.15
4214,C,3,16762,25.48
4215,A,1,48073,4.13
4216,D,4,1337,9.05
4217,B,2,450,2.5
4218,B,2,156,2.45
4219,D,4,1184,11.27
4220,B,2,3151,3.04
4221,C,3,15414,18.45
4222,B,2,3064,3.34
4223,D,4,1139,7.17
4224,B,2,3115,2.44
4225,D,4,338,10.28
4226,A,1,49639,8.14
4227,B,2,6619,4.92
4228,D,4,502,8.6
4229,D,4,170,9.99
4230,B,2,224,3.1
4231,C,3,5839,17.85
4232,A,1,48611,6.88
4233,B,2,740,3.46
4234,C,3,17365,18.76
4235,A,1,47979,3.97
4236,D,4,858,11.16
4237,D,4,1296,8.92
4238,B,2,2975,2.48
4239,C,3,14681,15.6
4240,A,1,50982,6.1
4241,B,2,1431,3.89
4242,D,4,1302,9.54
4243,D,4,996,11.58
4244,C,3,16194,18.6
4245,A,1,48478,6.94
4246,D,4,1453,8.74
4247,A,1,54968,5.72
4248,A,1,57205,10.16
4249,B,2,5319,3.71
4250,C,3,14111,17.82
4251,D,4,1261,12
4252,C,3,3936,14.64
4253,D,4,692,11.37
4254,C,3,22446,15.85
4255,D,4,862,12.51
4256,D,4,1286,7.93
4257,A,1,45277,6.48
4258,B,2,1859,1.43
4259,B,2,2407,4.35
4260,A,1,53825,5.6
4261,C,3,17447,15.04
4262,D,4,564,10.16
4263,A,1,48830,7.3
4264,C,3,4576,14.19
4265,C,3,16948,15.32
4266,B,2,1062,3.68
4267,B,2,3051,0.49
4268,A,1,49281,6.08
4269,A,1,55695,5.06
4270,B,2,1256,2.8
4271,D,4,309,9.64
4272,B,2,2606,4.8
4273,D,4,1010,8.56
4274,A,1,48548,10.04
4275,B,2,3354,4.81
4276,B,2,1391,3.53
4277,B,2,2774,4.27
4278,B,2,4804,3.46
4279,A,1,48189,6.63
4280,C,3,23421,13.83
4281,C,3,19132,15.26
4282,C,3,10192,13.57
4283,D,4,404,7.55
4284,B,2,390,0.05
4285,C,3,15046,19.88
4286,C,3,6785,15.33
4287,B,2,334,3.63
4288,D,4,23,10.7
4289,C,3,9328,14.5
4290,D,4,455,13.01
4291,C,3,17339,13.48
4292,A,1,51487,5.83
4293,A,1,49517,5.91
4294,A,1,47417,7.89
4295,A,1,52856,4.72
4296,D,4,465,7.42
4297,B,2,5547,1.83
4298,B,2,2687,1.09
4299,A,1,50170,7.45
4300,D,4,1303,9.51
4301,D,4,1197,11.86
4302,C,3,19512,15.27
4303,C,3,19147,14.11
4304,B,2,813,3.31
4305,B,2,2743,4.57
4306,D,4,433,12.01
4307,B,2,4077,5
4308,C,3,24132,17.7
4309,B,2,4179,3.43
4310,B,2,6213,2.26
4311,B,2,1137,3.84
4312,D,4,516,11.17
4313,D,4,1119,11.19
4314,A,1,54229,4.9
4315,B,2,401,3.19
4316,A,1,49474,7.19
4317,D,4,1000,11.23
4318,A,1,50288,6.47
4319,A,1,49374,6.84
4320,B,2,110,3.61
4321,D,4,1193,14.24
4322,D,4,537,12.31
4323,D,4,834,12.35
4324,B,2,4554,2.4
4325,B,2,164,2.83
4326,D,4,264,7.48
4327,C,3,17593,15.43
4328,A,1,54711,4.95
4329,A,1,41135,4.84
4330,A,1,52730,9.01
4331,C,3,18065,13.92
4332,C,3,19355,20.63
4333,A,1,50427,5.92
4334,C,3,20700,17.15
4335,D,4,1172,9.59
4336,C,3,16866,19.21
4337,C,3,23693,14.06
4338,C,3,9023,18.94
4339,C,3,22793,15.16
4340,D,4,1505,9.37
4341,C,3,11939,15.06
4342,A,1,45661,7.96
4343,A,1,53429,6.17
4344,D,4,64,11.72
4345,A,1,53235,4.44
4346,C,3,20072,15.98
4347,B,2,2462,3.59
4348,C,3,11438,18.94
4349,B,2,846,4.27
4350,A,1,49711,6.55
4351,B,2,268,3.14
4352,A,1,55975,5.62
4353,B,2,2163,3.13
4354,B,2,2048,2.66
4355,C,3,11961,18.6
4356,D,4,1623,12.78
4357,B,2,2519,2.61
4358,A,1,53394,7.2
4359,C,3,10503,15.75
4360,A,1,50527,9.17
4361,B,2,3029,1.82
4362,A,1,44496,8.35
4363,D,4,1128,7.57
4364,D,4,153,8.08
4365,D,4,804,10.05
4366,A,1,46200,5.1
4367,A,1,51084,5.46
4368,D,4,479,11.11
4369,A,1,50502,7.53
4370,D,4,427,9.26
4371,D,4,472,12.93
4372,D,4,1413,8.27
4373,C,3,16376,13.15
4374,D,4,405,10.54
4375,D,4,1531,10.52
4376,C,3,9720,13.64
4377,B,2,2060,4.7
4378,A,1,54093,5.02
4379,B,2,5427,1.31
4380,B,2,1197,3.08
4381,A,1,50639,2.88
4382,B,2,1763,2.71
4383,A,1,50431,5.05
4384,A,1,52416,4.16
4385,B,2,1905,3.59
4386,B,2,2278,4.42
4387,C,3,18456,17.71
4388,D,4,1121,10.3
4389,B,2,432,2.5
4390,C,3,17506,18.38
4391,D,4,909,9.57
4392,B,2,377,4.47
4393,C,3,13944,21.83
4394,B,2,137,3.86
4395,D,4,986,9.14
4396,A,1,53952,9.71
4397,A,1,48984,4.78
4398,A,1,53303,6.7
4399,B,2,2417,4.59
4400,C,3,14043,17.72
4401,B,2,2173,5.48
4402,D,4,945,11.21
4403,A,1,55448,9.17
4404,A,1,50668,4.69
4405,D,4,21,8.57
4406,D,4,758,10.9
4407,D,4,1189,10.94
4408,A,1,46591,7.87
4409,D,4,178,8.86
4410,A,1,46572,6.28
4411,C,3,22687,13.63
4412,B,2,5222,2.93
4413,A,1,46061,9.91
4414,A,1,48347,7.11
4415,A,1,47598,7.4
4416,D,4,349,9.09
4417,B,2,772,3.16
4418,B,2,929,2.71
4419,B,2,498,1.4
4420,B,2,3181,3.16
4421,B,2,3458,2.05
4422,D,4,1006,5.85
4423,A,1,49319,5.38
4424,D,4,777,15.05
4425,C,3,14428,13.42
4426,C,3,12493,10.6
4427,A,1,43671,7.18
4428,C,3,19567,15.85
4429,B,2,1356,2.67
4430,C,3,8178,10.95
4431,A,1,50324,8.55
4432,D,4,236,12.94
4433,A,1,50550,7.03
4434,A,1,47491,5.73
4435,C,3,16740,13.72
4436,A,1,57432,7.16
4437,B,2,1996,4.56
4438,A,1,46206,5.86
4439,D,4,832,12.39
4440,C,3,12451,15.93
4441,D,4,687,11.6
4442,B,2,2937,2.83
4443,A,1,49064,5.33
4444,D,4,353,10.49
4445,D,4,1153,12.04
4446,C,3,10786,12.32
4447,A,1,50749,8.96
4448,C,3,17770,16.7
4449,C,3,13997,15.52
4450,C,3,8466,16.69
4451,B,2,7694,2.54
4452,D,4,1391,8.24
4453,B,2,2510,3.27
4454,A,1,50950,8.33
4455,B,2,2297,3.95
4456,D,4,741,7.95
4457,C,3,18993,13.5
4458,A,1,52857,7.59
4459,B,2,2875,4.39
4460,A,1,48117,5.75
4461,D,4,30,9.23
4462,B,2,184,2.88
4463,D,4,751,12.8
4464,C,3,11877,15.58
4465,A,1,49353,7.12
4466,D,4,952,9.63
4467,D,4,453,9.38
4468,B,2,1027,2.9
4469,A,1,51764,7.73
4470,D,4,1693,7.94
4471,A,1,47430,5.43
4472,B,2,5542,2.94
4473,B,2,1018,1.72
4474,D,4,1999,12.04
4475,D,4,634,8.18
4476,C,3,15721,14.7
4477,B,2,1639,1.93
4478,B,2,3048,2.44
4479,C,3,16507,15.53
4480,C,3,12072,20.26
4481,A,1,48006,5.79
4482,B,2,3324,2.62
4483,B,2,2590,3.3
4484,B,2,2668,4.08
4485,C,3,14489,15.74
4486,C,3,21156,16.51
